created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8,latitude,longitude,elevation,status
2020-07-15 13:39:56 EAT,1,   45.62,   56.75,   42.68,   53.22,0.333437,32.568516,    3.75,"0.333437,32.568516,1237.30,0.04,12.00,84.00,42.00,26.00,35.38,32.33,879.55",,,,
2020-07-15 13:45:30 EAT,2,   42.47,   51.85,   42.57,   50.53,0.333481,32.568504,    3.73,"0.333481,32.568504,1240.80,0.10,12.00,76.00,44.00,20.00,35.39,33.83,879.49",,,,
2020-07-15 13:58:27 EAT,3,   46.17,   56.85,   45.20,   56.03,0.333502,32.568539,    4.02,"0.333502,32.568539,1250.00,0.04,12.00,79.00,43.00,18.00,33.56,37.78,879.42",,,,
2020-07-15 14:09:22 EAT,4,   39.53,   48.02,   38.33,   47.13,0.333471,32.568542,    4.05,"0.333471,32.568542,1242.00,0.03,12.00,85.00,42.00,19.00,35.13,35.35,879.26",,,,
2020-07-15 14:13:29 EAT,5,   36.15,   43.60,   32.72,   37.70,0.333491,32.568550,    4.06,"0.333491,32.568550,1240.40,0.05,12.00,81.00,43.00,17.00,34.10,36.41,879.25",,,,
2020-07-15 14:46:39 EAT,6,   36.33,   42.32,   33.85,   37.92,0.333486,32.568527,    4.11,"0.333486,32.568527,1240.60,0.01,11.00,86.00,43.00,19.00,37.09,30.11,878.78",,,,
2020-07-15 14:50:49 EAT,7,   32.57,   35.88,   33.82,   39.67,0.333527,32.568550,    4.11,"0.333527,32.568550,1237.00,0.01,12.00,86.00,47.00,17.00,36.61,31.56,878.70",,,,
2020-07-15 15:07:28 EAT,8,   38.45,   46.17,   36.65,   43.82,0.333511,32.568550,    4.12,"0.333511,32.568550,1237.40,0.03,12.00,75.00,45.00,16.00,35.42,33.25,878.31",,,,
2020-07-15 15:11:36 EAT,9,   39.00,   46.93,   37.63,   45.48,0.333507,32.568562,    4.12,"0.333507,32.568562,1237.50,0.06,12.00,73.00,44.00,16.00,35.51,34.10,878.32",,,,
2020-07-15 15:15:47 EAT,10,   40.18,   48.05,   38.15,   46.88,0.333521,32.568523,    4.13,"0.333521,32.568523,1229.90,0.01,12.00,81.00,44.00,16.00,35.72,33.78,878.33",,,,
2020-07-15 15:19:58 EAT,11,   39.08,   46.60,   37.03,   44.63,0.333507,32.568504,    4.13,"0.333507,32.568504,1224.30,0.07,12.00,80.00,44.00,16.00,35.45,32.25,878.31",,,,
2020-07-15 15:24:12 EAT,12,   37.72,   43.63,   36.20,   43.55,0.333525,32.568546,    4.13,"0.333525,32.568546,1236.10,0.03,12.00,79.00,44.00,16.00,34.83,33.96,878.22",,,,
2020-07-15 15:28:25 EAT,13,   35.62,   41.88,   35.82,   44.03,0.333496,32.568546,    4.13,"0.333496,32.568546,1235.20,0.29,12.00,74.00,44.00,16.00,34.06,34.88,878.17",,,,
2020-07-15 15:32:32 EAT,14,   34.12,   40.38,   31.62,   35.02,0.333502,32.568604,    4.13,"0.333502,32.568604,1240.20,0.03,12.00,75.00,43.00,15.00,34.14,33.60,878.12",,,,
2020-07-15 15:36:44 EAT,15,   35.15,   40.80,   32.28,   36.77,0.333497,32.568565,    4.13,"0.333497,32.568565,1237.30,0.17,12.00,72.00,43.00,15.00,34.37,36.73,878.14",,,,
2020-07-15 15:48:54 EAT,16,   35.95,   42.25,   33.40,   38.15,0.333493,32.568581,    4.14,"0.333493,32.568581,1243.10,0.02,12.00,88.00,43.00,16.00,35.88,30.51,878.05",,,,
2020-07-15 16:02:26 EAT,17,   37.70,   44.27,   36.82,   45.55,0.333482,32.568565,    4.14,"0.333482,32.568565,1227.60,0.01,12.00,83.00,44.00,16.00,37.38,30.34,878.01",,,,
2020-07-15 16:11:04 EAT,18,   39.67,   47.95,   37.08,   44.85,0.333495,32.568558,    4.14,"0.333495,32.568558,1238.90,0.04,12.00,77.00,46.00,16.00,36.24,32.09,877.93",,,,
2020-07-15 16:24:01 EAT,19,   39.07,   45.88,   35.90,   43.33,0.333509,32.568581,    4.14,"0.333509,32.568581,1227.80,0.02,12.00,82.00,45.00,16.00,33.38,36.29,878.02",,,,
2020-07-15 16:46:27 EAT,20,   45.95,   56.85,   45.05,   54.88,0.333496,32.568546,    4.14,"0.333496,32.568546,1231.70,0.02,12.00,75.00,42.00,16.00,31.66,42.43,878.05",,,,
2020-07-15 16:59:33 EAT,21,   43.08,   52.68,   42.77,   52.65,0.333481,32.568584,    4.14,"0.333481,32.568584,1237.70,0.03,12.00,73.00,38.00,25.00,32.18,41.71,877.95",,,,
2020-07-15 17:05:07 EAT,22,   46.88,   58.23,   43.88,   54.18,0.333535,32.568607,    4.14,"0.333535,32.568607,1220.80,0.12,12.00,72.00,39.00,25.00,31.78,42.82,878.02",,,,
2020-07-15 17:10:28 EAT,23,   46.32,   56.77,   44.15,   54.87,0.333512,32.568600,    4.14,"0.333512,32.568600,1232.50,0.04,12.00,72.00,39.00,26.00,31.85,41.38,877.98",,,,
2020-07-15 17:15:27 EAT,24,   43.52,   53.17,   41.33,   50.73,0.333504,32.568584,    4.14,"0.333504,32.568584,1244.70,0.07,12.00,71.00,39.00,25.00,31.57,40.33,878.06",,,,
2020-07-15 17:16:44 EAT,25,   44.13,   53.78,   40.75,   50.28,0.333490,32.568577,    4.14,"0.333490,32.568577,1244.70,0.07,12.00,71.00,39.00,25.00,31.43,40.87,878.08",,,,
2020-07-15 17:24:20 EAT,26,   42.90,   53.63,   40.18,   50.27,0.333504,32.568604,    4.14,"0.333504,32.568604,1241.80,0.05,12.00,66.00,39.00,25.00,31.09,41.89,877.96",,,,
2020-07-15 17:28:29 EAT,27,   45.22,   55.52,   43.68,   54.67,0.333494,32.568573,    4.14,"0.333494,32.568573,1248.60,0.01,12.00,72.00,38.00,25.00,30.89,43.05,878.06",,,,
2020-07-15 17:36:24 EAT,28,   42.10,   51.23,   40.00,   50.13,0.333515,32.568573,    4.14,"0.333515,32.568573,1241.00,0.02,12.00,65.00,38.00,27.00,30.50,43.67,878.16",,,,
2020-07-15 17:51:15 EAT,29,   36.12,   41.32,   35.15,   41.50,0.333505,32.568562,    4.14,"0.333505,32.568562,1242.50,0.05,12.00,69.00,36.00,27.00,29.63,42.77,878.20",,,,
2020-07-15 17:55:24 EAT,30,   36.77,   44.68,   35.43,   44.40,0.333498,32.568539,    4.14,"0.333498,32.568539,1239.00,0.22,12.00,74.00,36.00,28.00,29.34,42.47,878.19",,,,
2020-07-15 18:01:31 EAT,31,   37.53,   44.23,   38.68,   47.05,0.333495,32.568565,    4.14,"0.333495,32.568565,1244.20,0.01,12.00,71.00,35.00,28.00,28.91,43.78,878.14",,,,
2020-07-15 18:09:18 EAT,32,   41.18,   49.57,   38.95,   47.40,0.333486,32.568565,    4.14,"0.333486,32.568565,1236.70,0.01,12.00,72.00,34.00,29.00,28.21,44.97,878.26",,,,
2020-07-15 18:10:43 EAT,33,   43.57,   52.87,   40.72,   49.90,0.333483,32.568546,    4.14,"0.333483,32.568546,1233.40,0.01,12.00,76.00,34.00,31.00,28.07,46.38,878.27",,,,
2020-07-15 18:14:53 EAT,34,   41.43,   50.22,   39.52,   48.67,0.333507,32.568565,    4.14,"0.333507,32.568565,1241.80,0.01,12.00,89.00,33.00,32.00,27.59,47.75,878.22",,,,
2020-07-15 18:38:52 EAT,35,   46.63,   58.48,   44.07,   53.98,0.333522,32.568577,    4.14,"0.333522,32.568577,1239.00,0.04,12.00,67.00,33.00,34.00,26.02,54.81,878.63",,,,
2020-07-15 18:44:17 EAT,36,   46.65,   58.05,   44.52,   55.23,0.333491,32.568550,    4.14,"0.333491,32.568550,1239.00,0.02,12.00,76.00,31.00,42.00,25.68,56.11,878.74",,,,
2020-07-15 18:48:33 EAT,37,   47.78,   60.05,   46.57,   59.53,0.333501,32.568565,    4.14,"0.333501,32.568565,1233.80,0.01,12.00,76.00,30.00,41.00,25.43,56.28,878.76",,,,
2020-07-15 18:53:13 EAT,38,   48.90,   61.15,   46.58,   59.78,0.333476,32.568535,    4.14,"0.333476,32.568535,1239.60,0.03,12.00,65.00,30.00,43.00,25.21,58.22,878.76",,,,
2020-07-15 18:57:25 EAT,39,   46.87,   58.37,   46.62,   59.75,0.333488,32.568588,    4.14,"0.333488,32.568588,1243.60,0.03,12.00,65.00,30.00,44.00,24.98,58.23,878.78",,,,
2020-07-15 19:05:31 EAT,40,   52.13,   66.80,   49.50,   62.98,0.333490,32.568581,    4.14,"0.333490,32.568581,1241.00,0.00,12.00,68.00,29.00,44.00,24.63,61.70,878.89",,,,
2020-07-15 19:10:50 EAT,41,   52.12,   66.22,   50.48,   65.02,0.333478,32.568562,    4.13,"0.333478,32.568562,1235.90,0.07,12.00,70.00,29.00,48.00,24.47,62.62,879.01",,,,
2020-07-15 19:19:05 EAT,42,   57.68,   72.13,   53.55,   69.07,0.333486,32.568562,    4.14,"0.333486,32.568562,1242.30,0.07,12.00,72.00,29.00,48.00,24.21,63.51,879.17",,,,
2020-07-15 19:27:54 EAT,43,   55.10,   68.90,   51.08,   66.17,0.333498,32.568569,    4.14,"0.333498,32.568569,1239.80,0.09,12.00,82.00,28.00,49.00,24.02,63.78,879.26",,,,
2020-07-15 19:33:42 EAT,44,   53.52,   68.40,   48.68,   63.77,0.333486,32.568535,    4.13,"0.333486,32.568535,1234.30,0.04,12.00,93.00,28.00,50.00,23.86,62.20,879.26",,,,
2020-07-15 19:36:14 EAT,45,   51.40,   65.13,   49.38,   63.00,0.333513,32.568626,    4.13,"0.333513,32.568626,1248.10,0.08,12.00,77.00,28.00,50.00,23.83,62.82,879.30",,,,
2020-07-15 19:42:33 EAT,46,   57.58,   71.10,   53.02,   69.20,0.333504,32.568600,    4.14,"0.333504,32.568600,1244.90,0.32,12.00,75.00,28.00,50.00,23.74,62.55,879.28",,,,
2020-07-15 19:48:09 EAT,47,   58.07,   69.92,   53.90,   69.05,0.333520,32.568623,    4.13,"0.333520,32.568623,1242.70,0.01,12.00,106.00,28.00,50.00,23.59,63.77,879.35",,,,
2020-07-15 19:53:33 EAT,48,   65.57,   76.30,   59.43,   73.45,0.333483,32.568562,    4.13,"0.333483,32.568562,1235.20,0.08,12.00,93.00,28.00,51.00,23.50,64.75,879.41",,,,
2020-07-15 19:54:58 EAT,49,   63.38,   74.58,   59.50,   72.92,0.333498,32.568558,    4.14,"0.333498,32.568558,1235.30,0.04,12.00,81.00,28.00,51.00,23.47,64.89,879.41",,,,
2020-07-15 19:59:51 EAT,50,   63.70,   76.20,   57.50,   72.00,0.333486,32.568573,    4.13,"0.333486,32.568573,1244.40,0.02,12.00,82.00,28.00,51.00,23.35,65.64,879.37",,,,
2020-07-15 20:05:25 EAT,51,   55.48,   70.47,   52.05,   66.98,0.333506,32.568565,    4.14,"0.333506,32.568565,1234.80,0.05,12.00,75.00,28.00,52.00,23.25,66.05,879.32",,,,
2020-07-15 20:09:54 EAT,52,   57.52,   70.92,   52.93,   68.07,0.333469,32.568565,    4.14,"0.333469,32.568565,1246.60,0.00,12.00,82.00,28.00,52.00,23.17,66.48,879.30",,,,
2020-07-15 20:11:19 EAT,53,   56.97,   71.60,   50.65,   65.53,0.333438,32.568539,    4.14,"0.333438,32.568539,1242.00,0.07,12.00,74.00,27.00,51.00,23.15,66.27,879.35",,,,
2020-07-15 20:16:38 EAT,54,   53.22,   66.43,   50.65,   65.30,0.333479,32.568577,    4.13,"0.333479,32.568577,1238.50,0.05,12.00,78.00,27.00,51.00,23.06,66.17,879.39",,,,
2020-07-15 20:25:35 EAT,55,   51.67,   65.23,   49.20,   64.15,0.333479,32.568611,    4.14,"0.333479,32.568611,1236.50,0.04,12.00,72.00,27.00,52.00,22.88,67.63,879.35",,,,
2020-07-15 20:30:37 EAT,56,   59.78,   70.70,   55.88,   70.63,0.333495,32.568626,    4.14,"0.333495,32.568626,1246.90,0.13,12.00,71.00,27.00,53.00,22.83,67.11,879.36",,,,
2020-07-15 20:34:51 EAT,57,   62.00,   73.63,   56.15,   71.40,0.333481,32.568531,    4.13,"0.333481,32.568531,1234.00,0.06,12.00,78.00,27.00,53.00,22.83,66.72,879.41",,,,
2020-07-15 20:39:44 EAT,58,   54.87,   67.48,   52.50,   67.63,0.333515,32.568588,    4.14,"0.333515,32.568588,1235.10,0.05,12.00,80.00,27.00,54.00,22.81,66.83,879.46",,,,
2020-07-15 20:44:16 EAT,59,   54.88,   69.25,   51.45,   68.63,0.333494,32.568619,    4.14,"0.333494,32.568619,1236.20,0.01,12.00,76.00,27.00,54.00,22.84,66.56,879.47",,,,
2020-07-15 20:49:54 EAT,60,   60.73,   72.33,   54.67,   70.23,0.333453,32.568577,    4.14,"0.333453,32.568577,1232.50,0.04,12.00,79.00,27.00,54.00,22.83,66.13,879.53",,,,
2020-07-15 20:51:11 EAT,61,   57.62,   70.33,   56.57,   71.82,0.333486,32.568573,    4.14,"0.333486,32.568573,1237.80,0.16,12.00,88.00,27.00,53.00,22.84,65.81,879.50",,,,
2020-07-15 20:56:25 EAT,62,   65.83,   75.58,   57.58,   71.08,0.333504,32.568558,    4.14,"0.333504,32.568558,1243.60,0.11,12.00,80.00,27.00,54.00,22.84,66.64,879.51",,,,
2020-07-15 21:01:03 EAT,63,   68.98,   78.63,   60.70,   74.68,0.333515,32.568600,    4.14,"0.333515,32.568600,1250.20,0.05,12.00,89.00,27.00,54.00,22.78,67.24,879.62",,,,
2020-07-15 21:06:52 EAT,64,   64.63,   78.45,   56.00,   71.42,0.333489,32.568562,    4.13,"0.333489,32.568562,1240.80,0.07,11.00,83.00,27.00,54.00,22.69,65.96,879.68",,,,
2020-07-15 21:14:48 EAT,65,   57.02,   69.03,   55.83,   69.82,0.333494,32.568573,    4.13,"0.333494,32.568573,1237.10,0.02,11.00,88.00,27.00,54.00,22.57,66.91,879.78",,,,
2020-07-15 21:24:06 EAT,66,   69.23,   77.50,   64.00,   76.12,0.333519,32.568577,    4.14,"0.333519,32.568577,1246.10,0.10,12.00,77.00,27.00,54.00,22.53,67.63,879.90",,,,
2020-07-15 21:29:19 EAT,67,   82.53,   90.77,   71.63,   82.10,0.333522,32.568516,    4.13,"0.333522,32.568516,1248.90,0.07,12.00,74.00,27.00,55.00,22.68,68.32,879.92",,,,
2020-07-15 21:30:37 EAT,68,   81.32,   93.03,   73.18,   85.50,0.333506,32.568520,    4.13,"0.333506,32.568520,1252.10,0.04,12.00,79.00,27.00,55.00,22.74,68.43,879.91",,,,
2020-07-15 21:37:07 EAT,69,   88.38,   95.35,   76.83,   91.18,0.333493,32.568542,    4.14,"0.333493,32.568542,1241.40,0.03,12.00,77.00,27.00,55.00,22.97,67.94,879.86",,,,
2020-07-15 21:44:14 EAT,70,   94.30,  103.43,   90.87,  101.10,0.333517,32.568474,    4.13,"0.333517,32.568474,1232.20,0.10,12.00,89.00,27.00,55.00,23.07,67.67,879.83",,,,
2020-07-15 21:45:39 EAT,71,   99.75,  106.05,   90.25,  104.37,0.333510,32.568546,    4.14,"0.333510,32.568546,1240.70,0.01,12.00,75.00,27.00,55.00,23.06,67.74,879.81",,,,
2020-07-15 21:50:25 EAT,72,   93.80,  103.07,   86.93,   99.70,0.333533,32.568493,    4.13,"0.333533,32.568493,1235.40,0.05,12.00,81.00,27.00,55.00,23.07,67.57,879.76",,,,
2020-07-15 21:59:01 EAT,73,   87.90,   96.32,   77.92,   91.18,0.333487,32.568562,    4.14,"0.333487,32.568562,1235.50,0.04,11.00,90.00,27.00,55.00,23.01,66.72,879.83",,,,
2020-07-15 22:00:25 EAT,74,   84.10,   94.77,   79.80,   91.60,0.333505,32.568558,    4.14,"0.333505,32.568558,1237.70,0.04,12.00,77.00,27.00,55.00,22.99,67.32,879.87",,,,
2020-07-15 22:04:40 EAT,75,  100.17,  110.33,   88.68,  102.05,0.333472,32.568565,    4.14,"0.333472,32.568565,1233.70,0.05,12.00,77.00,27.00,55.00,22.96,67.94,879.87",,,,
2020-07-15 22:13:41 EAT,76,  126.27,  138.98,  115.07,  130.77,0.333483,32.568558,    4.14,"0.333483,32.568558,1230.60,0.33,12.00,84.00,27.00,55.00,22.91,69.54,879.92",,,,
2020-07-15 22:15:05 EAT,77,  120.02,  131.85,  114.08,  132.05,0.333518,32.568546,    4.14,"0.333518,32.568546,1231.80,0.03,12.00,77.00,27.00,55.00,22.88,69.51,879.96",,,,
2020-07-15 22:19:26 EAT,78,  131.43,  145.05,  119.55,  139.02,0.333485,32.568516,    4.14,"0.333485,32.568516,1230.60,0.16,12.00,83.00,27.00,55.00,22.77,70.86,879.93",,,,
2020-07-15 22:27:05 EAT,79,  130.72,  144.83,  118.92,  132.20,0.333494,32.568573,    4.14,"0.333494,32.568573,1237.70,0.05,12.00,68.00,27.00,55.00,22.57,71.53,880.09",,,,
2020-07-15 22:31:16 EAT,80,  123.20,  139.70,  117.52,  134.02,0.333462,32.568558,    4.13,"0.333462,32.568558,1242.30,0.11,12.00,70.00,27.00,56.00,22.44,71.66,880.08",,,,
2020-07-15 22:35:27 EAT,81,  119.03,  132.42,  111.88,  126.92,0.333502,32.568573,    4.14,"0.333502,32.568573,1227.10,0.13,12.00,65.00,27.00,56.00,22.41,71.05,880.01",,,,
2020-07-15 22:36:51 EAT,82,  120.07,  131.47,  108.70,  125.48,0.333517,32.568558,    4.13,"0.333517,32.568558,1229.50,0.12,12.00,72.00,27.00,56.00,22.41,71.39,880.01",,,,
2020-07-15 22:41:07 EAT,83,  118.15,  128.50,  108.80,  124.30,0.333492,32.568562,    4.13,"0.333492,32.568562,1236.20,0.24,12.00,70.00,27.00,56.00,22.33,71.33,880.03",,,,
2020-07-15 22:45:22 EAT,84,  123.38,  134.52,  110.12,  124.65,0.333501,32.568539,    4.14,"0.333501,32.568539,1230.30,0.13,11.00,79.00,27.00,56.00,22.26,71.39,880.00",,,,
2020-07-15 22:46:45 EAT,85,  117.23,  127.43,  111.33,  128.72,0.333473,32.568516,    4.14,"0.333473,32.568516,1236.90,0.03,12.00,69.00,27.00,57.00,22.22,71.54,879.97",,,,
2020-07-15 22:50:57 EAT,86,  119.18,  126.12,  106.33,  119.33,0.333513,32.568588,    4.13,"0.333513,32.568588,1238.30,0.09,12.00,73.00,27.00,57.00,22.23,71.30,879.91",,,,
2020-07-15 22:56:39 EAT,87,  104.65,  114.70,   92.00,  105.03,0.333500,32.568577,    4.13,"0.333500,32.568577,1242.50,0.11,12.00,71.00,27.00,57.00,22.24,70.77,879.83",,,,
2020-07-15 23:05:51 EAT,88,  124.90,  139.30,  114.35,  130.27,0.333495,32.568546,    4.13,"0.333495,32.568546,1241.60,0.03,12.00,75.00,27.00,58.00,22.45,71.09,879.77",,,,
2020-07-15 23:10:58 EAT,89,  139.88,  154.70,  126.53,  146.77,0.333508,32.568565,    4.14,"0.333508,32.568565,1229.30,0.07,12.00,69.00,27.00,58.00,22.45,71.60,879.83",,,,
2020-07-15 23:12:22 EAT,90,  141.85,  153.50,  131.42,  150.68,0.333513,32.568539,    4.14,"0.333513,32.568539,1242.60,0.06,12.00,75.00,27.00,58.00,22.47,72.11,879.79",,,,
2020-07-15 23:16:43 EAT,91,  140.20,  152.00,  126.78,  144.88,0.333543,32.568542,    4.14,"0.333543,32.568542,1229.50,0.02,12.00,71.00,27.00,59.00,22.52,72.01,879.84",,,,
2020-07-15 23:21:34 EAT,92,  138.02,  152.20,  125.72,  141.67,0.333506,32.568539,    4.13,"0.333506,32.568539,1240.60,0.07,12.00,67.00,27.00,59.00,22.53,71.39,879.89",,,,
2020-07-15 23:28:55 EAT,93,  117.25,  128.38,  109.28,  122.87,0.333524,32.568573,    4.13,"0.333524,32.568573,1231.70,0.02,12.00,81.00,27.00,58.00,22.63,68.79,879.77",,,,
2020-07-15 23:35:40 EAT,94,   55.40,   67.67,   51.85,   66.57,0.333532,32.568539,    4.13,"0.333532,32.568539,1225.20,0.03,11.00,77.00,27.00,57.00,22.67,65.57,879.82",,,,
2020-07-15 23:47:54 EAT,95,  108.55,  115.27,  100.20,  114.95,0.333542,32.568588,    4.13,"0.333542,32.568588,1242.50,0.10,11.00,99.00,27.00,56.00,22.73,68.57,879.90",,,,
2020-07-15 23:56:12 EAT,96,  116.27,  128.13,  102.03,  118.88,0.333525,32.568562,    4.13,"0.333525,32.568562,1224.60,0.00,12.00,88.00,27.00,56.00,22.55,70.10,879.92",,,,
2020-07-15 23:57:34 EAT,97,  111.17,  118.97,  103.40,  119.72,0.333493,32.568600,    4.14,"0.333493,32.568600,1253.40,0.06,12.00,88.00,27.00,56.00,22.52,70.02,879.90",,,,
2020-07-16 00:01:47 EAT,98,  112.77,  123.02,  106.52,  120.28,0.333488,32.568558,    4.14,"0.333488,32.568558,1247.10,0.04,11.00,82.00,27.00,56.00,22.44,69.97,879.90",,,,
2020-07-16 00:03:11 EAT,99,  114.62,  124.92,  105.82,  118.32,0.333521,32.568539,    4.14,"0.333521,32.568539,1229.20,0.09,12.00,76.00,27.00,57.00,22.42,70.08,879.93",,,,
2020-07-16 00:04:34 EAT,100,  115.27,  124.88,  102.18,  114.67,0.333510,32.568600,    4.14,"0.333510,32.568600,1229.20,0.15,12.00,76.00,27.00,56.00,22.41,69.76,879.88",,,,
2020-07-16 00:11:13 EAT,101,  104.03,  112.40,   96.92,  111.47,0.333495,32.568554,    4.14,"0.333495,32.568554,1244.40,0.04,12.00,88.00,27.00,56.00,22.47,69.44,879.86",,,,
2020-07-16 00:12:36 EAT,102,  100.58,  107.95,   94.68,  111.52,0.333512,32.568565,    4.14,"0.333512,32.568565,1234.60,0.06,12.00,75.00,27.00,56.00,22.47,68.99,879.89",,,,
2020-07-16 00:18:33 EAT,103,   98.12,  104.60,   90.62,   99.35,0.333471,32.568512,    4.14,"0.333471,32.568512,1219.90,0.26,11.00,78.00,27.00,56.00,22.58,68.51,879.77",,,,
2020-07-16 00:21:06 EAT,104,   95.65,  102.82,   84.85,   96.58,0.333531,32.568542,    4.13,"0.333531,32.568542,1234.90,0.02,11.00,80.00,27.00,56.00,22.66,68.02,879.76",,,,
2020-07-16 00:25:17 EAT,105,   83.67,   91.15,   79.45,   88.87,0.333517,32.568550,    4.14,"0.333517,32.568550,1236.70,0.05,12.00,80.00,27.00,56.00,22.78,67.40,879.74",,,,
2020-07-16 00:31:04 EAT,106,   64.23,   73.50,   60.30,   73.33,0.333500,32.568535,    4.14,"0.333500,32.568535,1226.00,0.03,12.00,81.00,27.00,56.00,22.91,65.66,879.78",,,,
2020-07-16 00:36:59 EAT,107,   64.40,   73.95,   59.07,   72.00,0.333505,32.568562,    4.14,"0.333505,32.568562,1233.60,0.01,10.00,87.00,28.00,56.00,23.00,65.49,879.82",,,,
2020-07-16 00:42:23 EAT,108,   52.38,   64.03,   51.30,   65.42,0.333494,32.568512,    4.14,"0.333494,32.568512,1238.50,0.06,10.00,88.00,28.00,55.00,23.07,63.58,879.78",,,,
2020-07-16 00:52:40 EAT,109,   99.60,  108.38,   92.20,  103.55,0.333525,32.568512,    4.14,"0.333525,32.568512,1240.00,0.01,11.00,97.00,28.00,55.00,23.11,66.07,879.72",,,,
2020-07-16 00:54:05 EAT,110,  101.67,  112.27,   92.07,  105.37,0.333515,32.568550,    4.14,"0.333515,32.568550,1242.10,0.06,12.00,83.00,28.00,54.00,23.09,66.14,879.70",,,,
2020-07-16 00:58:15 EAT,111,  117.02,  129.08,  107.10,  124.32,0.333530,32.568531,    4.14,"0.333530,32.568531,1237.70,0.05,11.00,78.00,28.00,54.00,23.04,67.50,879.66",,,,
2020-07-16 01:07:41 EAT,112,  148.30,  161.92,  133.27,  149.92,0.333525,32.568550,    4.14,"0.333525,32.568550,1239.20,0.11,12.00,68.00,28.00,55.00,22.93,69.22,879.64",,,,
2020-07-16 01:15:25 EAT,113,  155.67,  168.07,  145.20,  168.50,0.333493,32.568539,    4.14,"0.333493,32.568539,1243.60,0.33,12.00,66.00,28.00,55.00,22.81,70.76,879.59",,,,
2020-07-16 01:19:41 EAT,114,  159.73,  177.52,  146.20,  169.05,0.333510,32.568562,    4.14,"0.333510,32.568562,1241.30,0.10,12.00,63.00,28.00,57.00,22.81,70.11,879.54",,,,
2020-07-16 01:24:26 EAT,115,  157.25,  175.27,  144.93,  168.62,0.333484,32.568527,    4.14,"0.333484,32.568527,1246.30,0.05,12.00,91.00,28.00,57.00,22.80,70.48,879.47",,,,
2020-07-16 01:31:07 EAT,116,  151.10,  165.33,  140.68,  159.27,0.333503,32.568592,    4.14,"0.333503,32.568592,1238.40,0.01,11.00,75.00,27.00,56.00,22.78,70.42,879.36",,,,
2020-07-16 01:36:41 EAT,117,  157.93,  174.53,  146.00,  167.92,0.333482,32.568581,    4.13,"0.333482,32.568581,1236.40,0.03,12.00,69.00,27.00,56.00,22.82,70.83,879.33",,,,
2020-07-16 01:48:14 EAT,118,  154.00,  165.77,  146.85,  166.98,0.333509,32.568520,    4.14,"0.333509,32.568520,1248.90,0.03,12.00,74.00,27.00,57.00,22.66,71.74,879.24",,,,
2020-07-16 01:59:59 EAT,119,  150.70,  164.62,  141.87,  164.88,0.333493,32.568565,    4.14,"0.333493,32.568565,1234.00,0.31,12.00,71.00,27.00,58.00,22.52,71.84,879.22",,,,
2020-07-16 02:01:23 EAT,120,  147.87,  164.43,  140.48,  160.75,0.333497,32.568558,    4.14,"0.333497,32.568558,1234.80,0.02,12.00,68.00,27.00,58.00,22.51,72.14,879.21",,,,
2020-07-16 02:08:30 EAT,121,  138.63,  153.05,  130.95,  148.10,0.333515,32.568573,    4.14,"0.333515,32.568573,1241.50,0.03,12.00,68.00,27.00,58.00,22.44,72.43,879.15",,,,
2020-07-16 02:14:00 EAT,122,  134.07,  146.33,  127.57,  146.28,0.333515,32.568520,    4.14,"0.333515,32.568520,1235.30,0.09,12.00,68.00,27.00,58.00,22.37,72.42,879.05",,,,
2020-07-16 02:18:12 EAT,123,  138.22,  153.63,  132.97,  156.33,0.333508,32.568554,    4.14,"0.333508,32.568554,1241.90,0.02,12.00,70.00,27.00,59.00,22.32,72.83,879.00",,,,
2020-07-16 02:22:35 EAT,124,  136.33,  149.20,  123.10,  143.18,0.333520,32.568546,    4.14,"0.333520,32.568546,1234.20,0.12,12.00,75.00,27.00,60.00,22.31,72.94,878.97",,,,
2020-07-16 02:26:46 EAT,125,  135.23,  147.05,  125.53,  140.20,0.333509,32.568539,    4.14,"0.333509,32.568539,1235.00,0.02,12.00,69.00,27.00,60.00,22.33,73.15,878.93",,,,
2020-07-16 02:34:43 EAT,126,  129.90,  142.12,  119.00,  138.80,0.333541,32.568592,    4.14,"0.333541,32.568592,1235.70,0.06,12.00,67.00,27.00,60.00,22.39,73.37,878.96",,,,
2020-07-16 02:42:51 EAT,127,  111.87,  118.75,  106.47,  118.40,0.333483,32.568573,    4.14,"0.333483,32.568573,1243.40,0.25,12.00,82.00,27.00,61.00,22.45,73.20,878.99",,,,
2020-07-16 02:48:59 EAT,128,  114.87,  122.25,  104.17,  118.33,0.333511,32.568558,    4.14,"0.333511,32.568558,1245.20,0.06,11.00,79.00,27.00,60.00,22.38,72.89,879.02",,,,
2020-07-16 02:55:56 EAT,129,   98.38,  104.58,   93.30,  103.78,0.333489,32.568581,    4.14,"0.333489,32.568581,1253.90,0.46,11.00,86.00,27.00,60.00,22.39,71.26,879.08",,,,
2020-07-16 03:00:08 EAT,130,   94.28,  102.92,   84.90,   94.33,0.333505,32.568562,    4.14,"0.333505,32.568562,1251.70,0.26,10.00,88.00,27.00,59.00,22.37,71.13,879.14",,,,
2020-07-16 03:04:41 EAT,131,   96.60,  104.45,   83.63,   98.13,0.333543,32.568619,    4.14,"0.333543,32.568619,1245.90,0.12,12.00,86.00,27.00,59.00,22.37,71.39,879.12",,,,
